crimecode,description,inside_outside,weapon,gender,age,race,district,neighborhood,premise,Month_name,time_of_day
9S,SHOOTING,Outside,FIREARM,Male,17.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,ROSEMONT HOMEOWNERS/TENANTS,ALLEY,May,afternoon
6F,LARCENY,Inside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,WESTERN,Poppleton,STREET,May,morning
6A,LARCENY,Outside,NO_Weapon_Involved,Male,25.0,WHITE,SOUTHERN,South Baltimore,TAVERN/NIGHT CLUB,May,night
9S,SHOOTING,Outside,FIREARM,Male,23.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,ROSEMONT HOMEOWNERS/TENANTS,ALLEY,May,afternoon
9S,SHOOTING,Outside,FIREARM,Male,43.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,DUNBAR-BROADWAY,STREET,May,afternoon
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Male,32.0,WHITE,SOUTHEAST,Canton,STREET,May,morning
6F,LARCENY,Outside,NO_Weapon_Involved,Female,23.0,WHITE,NORTHERN,Charles Village,OTHER/RESIDENTIAL,May,afternoon
6F,LARCENY,Outside,NO_Weapon_Involved,Male,41.0,Other,NORTHERN,Better Waverly,OTHER/RESIDENTIAL,May,afternoon
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,27.0,WHITE,SOUTHERN,Cherry Hill,CONVENIENCE STORE,May,night
6F,LARCENY,Outside,NO_Weapon_Involved,Female,31.0,WHITE,SOUTHERN,Riverside,OTHER/RESIDENTIAL,May,afternoon
4C,AGG. ASSAULT,Inside,MOTOR_VEHICLE_VESSEL,Female,22.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Seton Business Park,SHED/GARAGE,May,night
4E,COMMON ASSAULT,Inside,NO_Weapon_Involved,Female,31.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Poppleton,STREET,May,night
3CF,ROBBERY - COMMERCIAL,Outside,HANDGUN,Female,37.0,WHITE,NORTHERN,Charles North,RESTAURANT,September,morning
3CF,ROBBERY - COMMERCIAL,Outside,HANDGUN,Female,54.0,Other,NORTHERN,Charles North,RESTAURANT,September,morning
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Male,35.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,Medford,STREET,September,evening
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,18.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Poppleton,OTHER/RESIDENTIAL,September,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,39.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,New Northwood,OTHER/RESIDENTIAL,September,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,44.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Wakefield,OTHER/RESIDENTIAL,September,afternoon
4B,AGG. ASSAULT,Inside,PERSONAL_WEAPONS,Female,20.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Loch Raven,STREET,September,evening
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,47.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Edmondson Village,OTHER/RESIDENTIAL,September,evening
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,26.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Edmondson Village,OTHER/RESIDENTIAL,September,evening
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,28.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Edmondson Village,OTHER/RESIDENTIAL,September,evening
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Male,62.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Franklin Square,STREET,September,afternoon
6G,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,CENTRAL,Downtown West,OTHER/RESIDENTIAL,September,afternoon
4B,AGG. ASSAULT,Outside,KNIFE_CUTTING_INSTRUMENT,Female,19.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Central Park Heights,OTHER/RESIDENTIAL,September,evening
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,31.0,WHITE,CENTRAL,Mount Vernon,DRUG STORE / MED  BL,September,evening
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Male,66.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,MEDFORD,STREET,September,night
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Female,23.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,FRANKFORD,SHED/GARAGE,September,afternoon
4B,AGG. ASSAULT,Outside,PERSONAL_WEAPONS,Female,25.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Morrell Park,OTHER/RESIDENTIAL,September,night
4C,AGG. ASSAULT,Inside,OTHER,Male,28.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,Better Waverly,STREET,September,night
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Male,87.0,Unknown,SOUTHEAST,Medford,SHED/GARAGE,September,night
6J,LARCENY,Inside,NO_Weapon_Involved,Male,30.0,WHITE,CENTRAL,Mid-Town Belvedere,STREET,September,evening
6F,LARCENY,Outside,NO_Weapon_Involved,Female,20.0,Other,SOUTHEAST,Baltimore Highlands,OTHER/RESIDENTIAL,September,morning
6J,LARCENY,Inside,NO_Weapon_Involved,Female,23.0,WHITE,CENTRAL,Mid-Town Belvedere,STREET,September,evening
6J,LARCENY,Inside,NO_Weapon_Involved,Male,48.0,Unknown,CENTRAL,Druid Heights,STREET,September,evening
5F,BURGLARY,Outside,NO_Weapon_Involved,Male,65.0,Other,SOUTHWEST,Carrollton Ridge,OTHER/RESIDENTIAL,September,afternoon
4E,COMMON ASSAULT,Inside,NO_Weapon_Involved,Female,33.0,Unknown,SOUTHEAST,Brewers Hill,STREET,September,night
4C,AGG. ASSAULT,Outside,UNKNOWN,Female,28.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Allendale,OTHER/RESIDENTIAL,September,morning
5A,BURGLARY,Outside,NO_Weapon_Involved,Male,60.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,West Forest Park,OTHER/RESIDENTIAL,September,afternoon
6C,LARCENY,Inside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHERN,Medfield,GAS STATION,September,morning
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,CENTRAL,University Of Maryland,CONVENIENCE STORE,September,morning
3CF,ROBBERY - COMMERCIAL,Outside,HANDGUN,Not Specified,37.01136895019874,Unknown,NORTHERN,Charles North,RESTAURANT,September,morning
6C,LARCENY,Inside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHEAST,Pulaski Industrial Area,GAS STATION,September,morning
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHEAST,Inner Harbor,OFFICE BUILDING,September,afternoon
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHERN,Hampden,CONVENIENCE STORE,September,afternoon
6F,LARCENY,Outside,PERSONAL_WEAPONS,Female,38.0,WHITE,SOUTHEAST,Fells Point,OTHER/RESIDENTIAL,September,evening
7A,AUTO THEFT,Outside,NO_Weapon_Involved,Male,38.0,Other,NORTHEAST,Frankford,RESTAURANT,September,evening
7A,AUTO THEFT,Outside,PERSONAL_WEAPONS,Male,29.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Edmondson Village,OTHER/RESIDENTIAL,September,morning
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Female,45.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Moravia-Walther,STREET,September,evening
5F,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHWEST,Walbrook,OFFICE BUILDING,September,afternoon
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHERN,Locust Point Industrial Area,CONVENIENCE STORE,September,evening
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHERN,Hampden,CONVENIENCE STORE,September,evening
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHERN,Hampden,CONVENIENCE STORE,September,evening
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHERN,Hampden,CONVENIENCE STORE,September,night
6G,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHEAST,Upper Fells Point,TAVERN/NIGHT CLUB,September,evening
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Male,40.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,Parklane,SHED/GARAGE,September,afternoon
6J,LARCENY,Inside,NO_Weapon_Involved,Female,75.0,WHITE,NORTHEAST,Armistead Gardens,STREET,September,evening
9S,SHOOTING,Outside,FIREARM,Male,31.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,FRANKFORD,STREET,September,afternoon
9S,SHOOTING,Outside,FIREARM,Male,27.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,DOWNTOWN,STREET,September,night
9S,SHOOTING,Outside,FIREARM,Male,27.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,BROADWAY EAST,PUBLIC AREA,September,afternoon
4C,AGG. ASSAULT,Outside,UNKNOWN,Male,29.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Allendale,OTHER/RESIDENTIAL,September,morning
5F,BURGLARY,Outside,NO_Weapon_Involved,Female,40.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Downtown,OTHER/RESIDENTIAL,September,morning
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,35.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Mount Vernon,OTHER/RESIDENTIAL,September,afternoon
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,55.0,WHITE,SOUTHERN,Brooklyn,OTHER/RESIDENTIAL,September,afternoon
4E,COMMON ASSAULT,Inside,PERSONAL_WEAPONS,Male,43.0,WHITE,SOUTHWEST,Morrell Park,STREET,September,afternoon
4C,AGG. ASSAULT,Outside,OTHER,Male,33.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,Barclay,OTHER/RESIDENTIAL,September,afternoon
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,43.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Loch Raven,STREET,September,morning
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Male,28.0,Other,SOUTHEAST,Medford,STREET,September,night
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Male,29.0,WHITE,SOUTHEAST,Fells Point,STREET,September,night
4B,AGG. ASSAULT,Outside,PERSONAL_WEAPONS,Female,38.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Orchard Ridge,OTHER/RESIDENTIAL,September,evening
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Male,38.0,Unknown,SOUTHEAST,Baltimore Highlands,STREET,September,night
4B,AGG. ASSAULT,Outside,KNIFE_CUTTING_INSTRUMENT,Male,25.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,CARE,OTHER/RESIDENTIAL,September,morning
6J,LARCENY,Outside,NO_Weapon_Involved,Male,81.0,WHITE,SOUTHEAST,Graceland Park,OTHER/RESIDENTIAL,September,morning
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,26.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Hamilton Hills,OTHER/RESIDENTIAL,September,morning
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,45.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Hamilton Hills,OTHER/RESIDENTIAL,September,morning
6F,LARCENY,Inside,NO_Weapon_Involved,Female,24.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Coldstream Homestead Montebello,STREET,September,morning
5A,BURGLARY,Outside,NO_Weapon_Involved,Female,70.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Rognel Heights,OTHER/RESIDENTIAL,September,night
6F,LARCENY,Outside,NO_Weapon_Involved,Female,22.0,WHITE,CENTRAL,Mid-Town Belvedere,OTHER/RESIDENTIAL,September,morning
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Male,26.0,Other,NORTHEAST,Loch Raven,SHED/GARAGE,September,afternoon
6D,LARCENY FROM AUTO,Outside,NO_Weapon_Involved,Female,29.0,WHITE,NORTHWEST,Glen,OTHER/RESIDENTIAL,September,afternoon
4E,COMMON ASSAULT,Inside,NO_Weapon_Involved,Female,32.0,Unknown,SOUTHEAST,Brewers Hill,STREET,September,night
4E,COMMON ASSAULT,Inside,NO_Weapon_Involved,Male,42.0,Unknown,SOUTHEAST,Brewers Hill,STREET,September,night
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,48.0,WHITE,SOUTHEAST,Canton,STREET,September,evening
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,23.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Tremont,STREET,September,morning
6J,LARCENY,Inside,NO_Weapon_Involved,Male,61.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Downtown,STREET,September,night
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Male,39.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,Medford,STREET,September,night
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,34.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Reservoir Hill,STREET,September,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,37.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Morrell Park,OTHER/RESIDENTIAL,September,night
4E,COMMON ASSAULT,Inside,NO_Weapon_Involved,Female,21.0,Unknown,SOUTHEAST,Fells Point,STREET,September,night
4B,AGG. ASSAULT,Outside,PERSONAL_WEAPONS,Female,31.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Upton,OTHER/RESIDENTIAL,September,evening
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,31.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Irvington,OTHER/RESIDENTIAL,September,evening
6F,LARCENY,Outside,NO_Weapon_Involved,Female,54.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,Charles Village,OTHER/RESIDENTIAL,September,evening
3AJF,ROBBERY - CARJACKING,Inside,HANDGUN,Male,40.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Central Park Heights,STREET,September,night
4C,AGG. ASSAULT,Outside,OTHER,Female,14.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Central Park Heights,OTHER/RESIDENTIAL,September,evening
4C,AGG. ASSAULT,Outside,OTHER,Female,14.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Central Park Heights,OTHER/RESIDENTIAL,September,evening
5F,BURGLARY,Outside,NO_Weapon_Involved,Female,39.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Reservoir Hill,OTHER/RESIDENTIAL,September,morning
3AF,ROBBERY,Inside,FIREARM,Male,39.0,WHITE,SOUTHWEST,Morrell Park,STREET,September,night
6F,LARCENY,Outside,NO_Weapon_Involved,Male,20.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,Kernewood,OTHER/RESIDENTIAL,September,night
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Male,51.0,WHITE,SOUTHEAST,Fells Point,SHED/GARAGE,September,afternoon
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,29.0,WHITE,NORTHERN,Homeland,DRUG STORE / MED  BL,September,night
6J,LARCENY,Inside,NO_Weapon_Involved,Male,63.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Loch Raven,STREET,September,night
4A,AGG. ASSAULT,Inside,FIREARM,Female,33.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Downtown,STREET,September,afternoon
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,39.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,Pen Lucy,OTHER/RESIDENTIAL,September,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,9.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,Broening Manor,OTHER/RESIDENTIAL,September,evening
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Male,58.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Shipley Hill,STREET,September,evening
4E,COMMON ASSAULT,Inside,PERSONAL_WEAPONS,Female,30.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Edgewood,STREET,September,night
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Female,49.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Winchester,STREET,September,night
4B,AGG. ASSAULT,Outside,KNIFE_CUTTING_INSTRUMENT,Female,26.0,Unknown,SOUTHEAST,Ellwood Park/Monument,OTHER/RESIDENTIAL,September,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,31.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Belair-Edison,OTHER/RESIDENTIAL,September,night
3AO,ROBBERY,Inside,UNKNOWN,Male,22.0,WHITE,SOUTHERN,Otterbein,STREET,September,night
3AO,ROBBERY,Inside,UNKNOWN,Female,23.0,WHITE,SOUTHERN,Otterbein,STREET,September,night
3AO,ROBBERY,Inside,PERSONAL_WEAPONS,Male,26.0,WHITE,CENTRAL,DOWNTOWN,STREET,September,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,40.0,Other,SOUTHEAST,Canton,OTHER/RESIDENTIAL,September,night
4A,AGG. ASSAULT,Inside,AUTOMATIC_HANDGUN,Male,59.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,Berea,STREET,September,morning
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Male,37.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,Better Waverly,STREET,September,afternoon
4E,COMMON ASSAULT,Outside,OTHER,Male,37.01136895019874,WHITE,CENTRAL,Downtown,CONVENIENCE STORE,September,evening
4E,COMMON ASSAULT,Inside,PERSONAL_WEAPONS,Female,21.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Sandtown-Winchester,STREET,September,evening
4E,COMMON ASSAULT,Inside,PERSONAL_WEAPONS,Male,33.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Sandtown-Winchester,STREET,September,evening
4E,COMMON ASSAULT,Inside,PERSONAL_WEAPONS,Female,32.0,WHITE,SOUTHEAST,Medford,STREET,September,evening
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,54.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,Medford,OTHER/RESIDENTIAL,September,night
7C,AUTO THEFT,Inside,NO_Weapon_Involved,Male,57.0,WHITE,SOUTHEAST,Canton,STREET,September,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,61.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Coldstream Homestead Montebello,OTHER/RESIDENTIAL,September,night
6F,LARCENY,Inside,NO_Weapon_Involved,Male,72.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,DOWNTOWN,STREET,September,afternoon
5A,BURGLARY,Outside,NO_Weapon_Involved,Female,35.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Howard Park,OTHER/RESIDENTIAL,September,morning
4E,COMMON ASSAULT,Inside,PERSONAL_WEAPONS,Male,50.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Panway/Braddish Avenue,STREET,September,afternoon
4C,AGG. ASSAULT,Inside,OTHER,Male,32.0,WHITE,SOUTHEAST,PATTERSON PARK NEIGHBORHOOD,STREET,September,evening
6J,LARCENY,Inside,NO_Weapon_Involved,Female,53.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,Kernewood,STREET,September,morning
4E,COMMON ASSAULT,Inside,PERSONAL_WEAPONS,Female,22.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,DOWNTOWN,STREET,September,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,32.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Concerned Citizens Of Forest Park,OTHER/RESIDENTIAL,September,evening
5F,BURGLARY,Outside,NO_Weapon_Involved,Male,39.0,Unknown,SOUTHWEST,Irvington,OTHER/RESIDENTIAL,September,afternoon
6F,LARCENY,Inside,NO_Weapon_Involved,Male,41.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,Canton,STREET,September,morning
6F,LARCENY,Outside,NO_Weapon_Involved,Female,23.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Central Park Heights,OTHER/RESIDENTIAL,September,evening
6F,LARCENY,Outside,NO_Weapon_Involved,Male,25.0,WHITE,SOUTHEAST,Canton,OTHER/RESIDENTIAL,September,evening
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,7.0,WHITE,NORTHWEST,Cross Country,OTHER/RESIDENTIAL,September,night
6F,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHEAST,Canton,CONVENIENCE STORE,September,evening
5B,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,WESTERN,Penrose/Fayette Street Outreach,RELIGIOUS  INSTITUTI,September,evening
5B,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,CENTRAL,Downtown West,RESTAURANT,September,night
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHERN,Old Goucher,CONVENIENCE STORE,September,night
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,CENTRAL,University Of Maryland,CONVENIENCE STORE,September,night
5B,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHERN,Charles North,OFFICE BUILDING,September,night
5B,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,CENTRAL,Seton Hill,RESTAURANT,September,night
5B,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHERN,Washington Village/Pigtown,OFFICE BUILDING,September,night
6F,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHWEST,Liberty Square,RESTAURANT,September,night
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHWEST,Edmondson Village,STREET,September,evening
5B,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHEAST,Hillen,SCHOOL,September,afternoon
8H,ARSON,Outside,NO_Weapon_Involved,Female,35.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,East Baltimore Midway,OTHER/RESIDENTIAL,September,afternoon
2A,RAPE,Inside,UNKNOWN,Female,26.0,WHITE,SOUTHERN,Fairfield Area,STREET,September,night
5B,BURGLARY,Inside,NO_Weapon_Involved,Male,21.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Gwynns Falls,MINI STORAGE LOCKERS,September,evening
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHEAST,Patterson Place,CONVENIENCE STORE,September,morning
6F,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHEAST,Baltimore Highlands,GROCERY/CONFECTION,September,afternoon
5F,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHEAST,Fells Point,OFFICE BUILDING,September,morning
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHWEST,Howard Park,GROCERY/CONFECTION,September,evening
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHERN,Wyman Park,CONVENIENCE STORE,September,night
4C,AGG. ASSAULT,Inside,UNKNOWN,Male,45.0,WHITE,NORTHEAST,Westfield,STREET,September,afternoon
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,50.0,WHITE,NORTHWEST,Central Forest Park,OTHER/RESIDENTIAL,September,afternoon
5A,BURGLARY,Outside,NO_Weapon_Involved,Male,47.0,Unknown,SOUTHEAST,Ellwood Park/Monument,OTHER/RESIDENTIAL,September,evening
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,48.0,Unknown,CENTRAL,Downtown,CONVENIENCE STORE,September,afternoon
4B,AGG. ASSAULT,Outside,PERSONAL_WEAPONS,Female,25.0,Unknown,SOUTHWEST,West Hills,OTHER/RESIDENTIAL,September,afternoon
5A,BURGLARY,Outside,NO_Weapon_Involved,Female,42.0,Other,SOUTHEAST,Ellwood Park/Monument,OTHER/RESIDENTIAL,September,evening
9S,SHOOTING,Outside,FIREARM,Male,31.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,BROOKLYN,STREET,September,night
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Male,33.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Downtown,STREET,September,night
4E,COMMON ASSAULT,Outside,NO_Weapon_Involved,Female,56.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Downtown,OTHER/RESIDENTIAL,September,afternoon
4B,AGG. ASSAULT,Outside,KNIFE_CUTTING_INSTRUMENT,Male,34.0,Unknown,SOUTHEAST,Broening Manor,LIQUOR STORE,September,evening
4B,AGG. ASSAULT,Outside,KNIFE_CUTTING_INSTRUMENT,Male,33.0,Unknown,SOUTHEAST,Broening Manor,LIQUOR STORE,September,evening
5A,BURGLARY,Outside,NO_Weapon_Involved,Female,29.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Howard Park,OTHER/RESIDENTIAL,September,evening
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Male,29.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,Ellwood Park/Monument,STREET,September,evening
4B,AGG. ASSAULT,Outside,PERSONAL_WEAPONS,Female,41.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Concerned Citizens Of Forest Park,OTHER/RESIDENTIAL,September,evening
9S,SHOOTING,Outside,FIREARM,Male,19.0,Other,SOUTHERN,BROOKLYN,STREET,September,night
9S,SHOOTING,Outside,FIREARM,Female,31.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,BROOKLYN,STREET,September,night
6F,LARCENY,Outside,NO_Weapon_Involved,Male,23.0,WHITE,NORTHERN,Hampden,RESTAURANT,September,night
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Male,31.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Downtown,SHED/GARAGE,September,morning
6J,LARCENY,Inside,NO_Weapon_Involved,Male,45.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Orchard Ridge,SHED/GARAGE,September,night
6G,LARCENY,Inside,NO_Weapon_Involved,Male,57.0,WHITE,SOUTHEAST,Canton Industrial Area,MINI STORAGE LOCKERS,September,afternoon
6D,LARCENY FROM AUTO,Outside,NO_Weapon_Involved,Female,30.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Langston Hughes,OTHER/RESIDENTIAL,September,night
